id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,ingestion_time
walrus-2,wal,Walrus,https://coin-images.coingecko.com/coins/images/54914/large/WAL_logo.png?1742494301,0.38837,561547841,177,1941392710,21686549.0,0.39387,0.378446,0.00266465,0.69085,3788205.0,0.67918,1446250000.0,5000000000.0,5000000000.0,0.759179,-48.76858,2025-05-14T08:10:39.605Z,0.360051,8.0231,2025-06-22T20:31:22.243Z,,2025-09-23T19:02:21.913Z,2025-09-23 14:04:22.231869
decentraland,mana,Decentraland,https://coin-images.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,0.290107,556790889,178,636284592,23736175.0,0.296535,0.287423,-0.00224128055032019,-0.76665,-4045930.128151655,-0.72141,1919176234.0638878,2193179327.320146,2193179327.320146,5.85,-95.04216,2021-11-25T10:04:18.534Z,0.00923681,3040.42058,2017-10-31T00:00:00.000Z,"{'times': 13.505333346711565, 'currency': 'usd', 'percentage': 1350.5333346711566}",2025-09-23T19:02:22.345Z,2025-09-23 14:04:22.231869
sweth,sweth,Swell Ethereum,https://coin-images.coingecko.com/coins/images/30326/large/_lB7zEtS_400x400.jpg?1696529227,4525.72,548446187,179,548461478,159143.0,4603.91,4491.21,14.92,0.33072,581795.0,0.10619,121323.095741077,121326.478319651,,5370.2,-15.71545,2025-08-24T19:22:28.159Z,1516.13,198.54034,2025-04-09T01:31:40.463Z,,2025-09-23T19:02:21.864Z,2025-09-23 14:04:22.231869
ethena-staked-ena,sena,Ethena Staked ENA,https://coin-images.coingecko.com/coins/images/50235/large/ena.png?1726630994,0.614511,545830511,180,545830511,1175789.0,0.626983,0.593368,0.01536708,2.56484,13367249.0,2.51045,888241083.1104304,888228378.6071552,,1.31,-52.96307,2024-12-16T00:36:21.792Z,0.227519,170.07516,2025-06-22T20:25:20.581Z,,2025-09-23T19:02:22.066Z,2025-09-23 14:04:22.231869
avantis,avnt,Avantis,https://coin-images.coingecko.com/coins/images/68972/large/avnt-token.png?1757134448,2.05,527092273,181,2041364145,1423890901.0,2.26,1.76,-0.001708380134274101,-0.08314,-8302679.420508146,-1.55076,258205903.14667922,1000000000.0,1000000000.0,2.64,-22.53052,2025-09-22T00:21:56.300Z,0.187764,987.40595,2025-09-09T15:46:28.225Z,,2025-09-23T19:02:21.917Z,2025-09-23 14:04:22.231869
bitcoin-avalanche-bridged-btc-b,btc.b,Avalanche Bridged BTC (Avalanche),https://coin-images.coingecko.com/coins/images/26115/large/btcb.png?1696525205,111869.0,518626980,182,518626980,186203798.0,113520.0,111584.0,-715.5343056435377,-0.63555,-1665661.7477413416,-0.32014,4633.68199479,4633.68199479,,124076.0,-9.72417,2025-08-14T00:33:23.017Z,7806.11,1334.91353,2023-03-03T05:01:42.603Z,,2025-09-23T19:02:21.995Z,2025-09-23 14:04:22.231869
arbitrum-bridged-wrapped-eeth,weeth,Arbitrum Bridged Wrapped eETH (Arbitrum),https://coin-images.coingecko.com/coins/images/69123/large/weeth.png?1757579190,4463.02,518419028,183,518419028,9933274.0,4531.67,4429.44,5.36,0.12015,-2450313.1096132994,-0.47043,116336.9240855158,116336.9240855158,,5115.55,-12.87415,2025-09-13T03:54:33.438Z,4370.87,1.96987,2025-09-22T06:06:09.508Z,,2025-09-23T19:02:21.908Z,2025-09-23 14:04:22.231869
syndicate-3,synd,Syndicate,https://coin-images.coingecko.com/coins/images/69122/large/synd.png?1757576144,1.013,512831597,184,1071300600,8863770.0,1.3,0.914795,0.091524,9.92871,65289919.0,14.58857,478700000.0,1000000000.0,1000000000.0,2.61,-60.73603,2025-09-18T08:46:05.895Z,0.611044,67.69274,2025-09-18T01:11:49.848Z,,2025-09-23T19:02:22.288Z,2025-09-23 14:04:22.231869
usdd,usdd,USDD,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,0.99982,509456309,185,509044322,3865612.0,1.001,0.998795,-0.000645173189734338,-0.06449,-5864159.284928501,-1.13796,509788950.0,509376694.0,,1.052,-4.96254,2023-10-23T22:45:25.398Z,0.928067,7.71013,2022-06-19T16:15:11.558Z,,2025-09-23T19:02:21.928Z,2025-09-23 14:04:22.231869
loaded-lions,lion,Loaded Lions,https://coin-images.coingecko.com/coins/images/54686/large/_LION_Token_Artwork.png?1741015702,0.0164709,504149570,186,1646278298,1096544.0,0.01700463,0.0162451,-0.000355918547141891,-2.11519,-10721281.97366321,-2.08232,30623593274.0,100000000000.0,100000000000.0,0.03159196,-47.69031,2025-08-28T02:22:49.420Z,0.00221931,644.62946,2025-03-04T09:34:06.201Z,,2025-09-23T19:02:22.050Z,2025-09-23 14:04:22.231869
trust-wallet-token,twt,Trust Wallet,https://coin-images.coingecko.com/coins/images/11085/large/Trust.png?1696511026,1.21,503861966,187,1209317381,79628081.0,1.29,1.16,0.01666326,1.39662,6752022.0,1.35826,416649900.0,1000000000.0,,2.72,-55.53786,2022-12-11T23:25:46.205Z,0.00277641,43473.30608,2020-06-09T09:15:06.983Z,,2025-09-23T19:02:21.967Z,2025-09-23 14:04:22.231869
mantle-bridged-usdt-mantle,usdt,Mantle Bridged USDT (Mantle),https://coin-images.coingecko.com/coins/images/35069/large/logo.png?1707291114,0.997496,497586832,188,497586832,8448000.0,1.022,0.979934,-0.002596871230179598,-0.25966,-647013.1469222903,-0.12986,498049594.764455,498049594.764455,,1.26,-21.51906,2024-03-27T05:23:28.006Z,0.869914,14.122,2024-03-15T09:13:18.491Z,,2025-09-23T19:02:22.309Z,2025-09-23 14:04:22.231869
vision-3,vsn,Vision,https://coin-images.coingecko.com/coins/images/67399/large/Logo-Vision-Symbol-BG-Green.png?1752676915,0.151282,496659180,189,635762255,1038664.0,0.155,0.150076,-0.001241574351204117,-0.81402,-3868995.9888536334,-0.77298,3281051272.4652734,4200000000.0,4200000000.0,0.223874,-31.59437,2025-08-11T11:13:12.424Z,0.120088,27.5252,2025-07-21T06:42:09.192Z,,2025-09-23T19:02:21.865Z,2025-09-23 14:04:22.231869
true-usd,tusd,TrueUSD,https://coin-images.coingecko.com/coins/images/3449/large/tusd.png?1696504140,0.998786,494098758,190,494098758,13389048.0,1.0,0.9977,-0.000762225110710557,-0.07626,-130877.36672794819,-0.02648,494515083.0,494515083.0,,1.62,-38.27228,2018-08-26T20:41:09.375Z,0.88355,13.07466,2020-03-12T10:47:51.380Z,,2025-09-23T19:02:22.656Z,2025-09-23 14:04:22.231869
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,24.49,487897203,191,487897433,11597871.0,24.76,23.99,0.159008,0.6535,3739616.0,0.7724,19923959.375,19923968.75,21000000.0,489.75,-95.0001,2021-04-16T17:09:04.630Z,21.43,14.23945,2023-06-10T04:32:12.266Z,,2025-09-23T19:02:21.906Z,2025-09-23 14:04:22.231869
wormhole,w,Wormhole,https://coin-images.coingecko.com/coins/images/35087/large/W_Token_%283%29.png?1758122686,0.101833,484940481,192,1016191600,67833956.0,0.107156,0.099043,0.00182494,1.8248,7381096.0,1.54559,4772136292.0,10000000000.0,10000000000.0,1.66,-93.82885,2024-04-03T11:46:35.308Z,0.051583,98.32213,2025-06-22T20:21:05.616Z,,2025-09-23T19:02:22.054Z,2025-09-23 14:04:22.231869
wrapped-avax,wavax,Wrapped AVAX,https://coin-images.coingecko.com/coins/images/15075/large/wrapped-avax.png?1696514734,34.19,482432608,193,482432608,952103732.0,35.85,31.37,2.4,7.56396,26384471.0,5.78546,14111074.4294805,14111074.4294805,,2000.68,-98.2857,2022-12-17T21:19:43.450Z,7.91,333.74237,2022-12-12T20:49:46.006Z,,2025-09-23T19:02:22.706Z,2025-09-23 14:04:22.231869
starknet,strk,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.117849,480047399,194,1177414982,17698147.0,0.120973,0.115569,0.00098376,0.84179,2986833.0,0.62609,4077130043.348971,10000000000.0,10000000000.0,4.41,-97.31833,2024-02-20T12:05:13.556Z,0.097027,21.9858,2025-06-22T20:21:37.039Z,,2025-09-23T19:02:22.058Z,2025-09-23 14:04:22.231869
superstate-short-duration-us-government-securities-fund-ustb,ustb,Superstate Short Duration U.S. Government Securities Fund (USTB),https://coin-images.coingecko.com/coins/images/35012/large/ustb.jpeg?1707102680,10.83,472898317,195,472786952,0.0,10.83,10.83,0.003484,0.03217,49089882.0,11.58304,43657876.250101,43647595.054138,,10.83,0.0,2025-09-23T13:20:12.848Z,10.29,5.25868,2025-02-26T09:55:09.261Z,,2025-09-23T19:00:01.681Z,2025-09-23 14:04:22.231869
dydx-chain,dydx,dYdX,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,0.599582,469255162,196,574541621,7223850.0,0.614766,0.585616,-0.005368827564136258,-0.88748,-4300307.633486271,-0.90809,782723594.6708589,958342751.0,1000000000.0,4.52,-86.68183,2024-03-07T22:19:11.131Z,0.418236,43.89038,2025-06-22T20:22:23.718Z,,2025-09-23T19:02:21.943Z,2025-09-23 14:04:22.231869
bybit-staked-sol,bbsol,Bybit Staked SOL,https://coin-images.coingecko.com/coins/images/40095/large/400x400.png?1725628094,238.91,462614756,197,462614756,1753375.0,244.86,236.15,-4.43314212059434,-1.8218,-10911727.202892244,-2.30435,1937395.228502623,1937395.228502623,,308.6,-22.37809,2025-01-19T11:17:15.246Z,103.09,132.35395,2025-04-07T06:57:27.130Z,,2025-09-23T19:02:21.951Z,2025-09-23 14:04:22.231869
frax-ether,frxeth,Frax Ether,https://coin-images.coingecko.com/coins/images/28284/large/frxETH_icon.png?1696527284,4141.47,461597508,198,461597508,3784435.0,4204.85,4109.93,1.54,0.03712,-268579.43354827166,-0.05815,111658.9231621698,111658.9231621698,,4906.89,-15.61618,2025-08-24T18:42:39.945Z,1137.25,264.09128,2022-11-23T02:25:33.267Z,,2025-09-23T19:02:22.004Z,2025-09-23 14:04:22.231869
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),https://coin-images.coingecko.com/coins/images/39708/large/WETH.PNG?1723730343,4155.09,461575616,199,461575150,13055316.0,4222.82,4128.72,-4.44517028552491,-0.10687,-904779.4571790695,-0.19564,111138.2306382696,111138.1186433502,,4948.98,-16.00746,2025-08-24T19:27:23.389Z,1390.73,198.89147,2025-04-09T01:31:27.335Z,,2025-09-23T19:02:29.424Z,2025-09-23 14:04:22.231869
polygon-pos-bridged-dai-polygon-pos,dai,Polygon PoS Bridged DAI (Polygon POS),https://coin-images.coingecko.com/coins/images/39787/large/dai.png?1724110678,0.999839,457872591,200,457872591,41236355.0,1.001,0.999235,0.00028974,0.02899,303091.0,0.06624,458116480.8078578,458116480.8078578,,1.025,-2.47685,2024-12-05T22:35:45.220Z,0.957024,4.44595,2024-12-05T22:30:49.634Z,,2025-09-23T19:02:22.335Z,2025-09-23 14:04:22.231869
steakhouse-usdc-morpho-vault,steakusdc,Steakhouse USDC Morpho Vault,https://coin-images.coingecko.com/coins/images/51473/large/steakUSDC.png?1731396462,1.1,456110929,201,456110929,0.0,1.1,1.1,-5.4440224625196e-05,-0.00495,-1161285.4954234958,-0.25396,414372345.8420754,414372345.8420754,,9.61,-88.55208,2025-02-07T09:20:06.126Z,1.034,6.48321,2025-02-28T11:10:02.135Z,,2025-09-23T18:50:06.595Z,2025-09-23 14:04:22.231869
bridged-usdc-polygon-pos-bridge,usdc.e,Bridged USDC (Polygon PoS Bridge),https://coin-images.coingecko.com/coins/images/33000/large/usdc_normal.png?1758615648,0.999614,448556419,202,448556419,8980569.0,0.999845,0.999513,-9.4364298907967e-05,-0.00944,-3818767.4010805488,-0.84416,448729713.757178,448729713.757178,,1.028,-2.74364,2024-04-14T06:50:14.967Z,0.975633,2.45784,2024-02-28T17:40:28.349Z,,2025-09-23T19:02:22.381Z,2025-09-23 14:04:22.231869
syrup,syrup,Maple Finance,https://coin-images.coingecko.com/coins/images/51232/large/_syrup_token_logo.png?1747292046,0.400827,447634718,203,480747110,18992076.0,0.408488,0.394395,0.00063972,0.15986,138694.0,0.03099,1117604386.1106412,1200275708.54902,,0.653229,-38.49611,2025-06-25T14:15:45.145Z,0.085229,371.38918,2025-04-07T07:46:35.793Z,,2025-09-23T19:02:22.155Z,2025-09-23 14:04:22.231869
linea,linea,Linea,https://coin-images.coingecko.com/coins/images/68507/large/linea-logo.jpeg?1756025484,0.02902075,447048835,204,2079296909,365103149.0,0.03052146,0.02663758,0.00067894,2.39554,7102157.0,1.61432,15482147850.0,72009990000.0,72009990000.0,0.04666898,-37.90307,2025-09-10T15:26:12.174Z,0.02182538,32.7812,2025-09-12T15:41:16.848Z,,2025-09-23T19:02:22.278Z,2025-09-23 14:04:22.231869
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/helium_logo_use.png?1748092589,2.32,432451221,205,517757015,4029316.0,2.37,2.32,-0.004657920374892655,-0.20031,-609525.5444074869,-0.14075,186258456.0563883,223000000.0,223000000.0,54.88,-95.77106,2021-11-12T23:08:25.301Z,0.113248,1949.24252,2020-04-18T00:19:10.902Z,,2025-09-23T19:02:22.038Z,2025-09-23 14:04:22.231869
apenft,nft,APENFT,https://coin-images.coingecko.com/coins/images/15687/large/apenft.jpg?1696515316,4.35163e-07,430875663,206,435177135,13795524.0,4.40752e-07,4.35156e-07,-4.389476641e-09,-0.99862,-4590030.269904971,-1.05405,990105682877398.0,999990000000000.0,999990000000000.0,7.53e-06,-94.21409,2021-09-05T00:10:47.823Z,2.98737e-07,45.84112,2023-06-10T04:30:05.717Z,,2025-09-23T19:02:22.543Z,2025-09-23 14:04:22.231869
apecoin,ape,ApeCoin,https://coin-images.coingecko.com/coins/images/24383/large/APECOIN.png?1756551529,0.535166,427723498,207,535018525,34828883.0,0.550655,0.52151,0.0097266,1.85114,7449674.0,1.77258,799455492.0,1000000000.0,1000000000.0,26.7,-97.98805,2022-04-28T21:44:21.164Z,0.354833,51.37515,2025-04-07T06:55:35.578Z,,2025-09-23T19:02:22.201Z,2025-09-23 14:04:22.231869
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.04260053,421221175,208,421221175,33423275.0,0.0436026,0.0415024,0.00011105,0.26136,152337.0,0.03618,9909729126.21395,9909729126.21395,9999998988.0,0.234204,-81.84247,2024-12-01T16:31:18.357Z,0.00084753,4917.61597,2024-02-29T08:40:24.951Z,,2025-09-23T19:02:22.720Z,2025-09-23 14:04:22.231869
four,form,Four,https://coin-images.coingecko.com/coins/images/54912/large/four.jpg?1742461445,1.1,420482364,209,630174130,21737812.0,1.22,1.1,-0.09821871078582634,-8.18982,-37453889.84173429,-8.17884,381867255.14,572301922.1,580000000.0,4.19,-73.56441,2025-09-08T12:17:03.109Z,1.11,-0.01019,2025-09-23T18:46:53.635Z,,2025-09-23T19:02:22.067Z,2025-09-23 14:04:22.231869
neo,neo,NEO,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,5.92,417001593,210,591240029,10417281.0,6.02,5.86,-0.002063744433762338,-0.03485,-672428.8207371831,-0.16099,70530000.0,100000000.0,,198.38,-97.01695,2018-01-15T00:00:00.000Z,0.078349,7453.11298,2016-10-21T00:00:00.000Z,"{'times': 163.44664983383996, 'currency': 'usd', 'percentage': 16344.664983383995}",2025-09-23T19:02:22.119Z,2025-09-23 14:04:22.231869
ai-companions,aic,AI Companions,https://coin-images.coingecko.com/coins/images/40130/large/AI_Companions.png?1725942702,0.424902,416725693,211,416725693,7352449.0,0.483639,0.205653,0.155982,58.00282,138908239.0,49.99982,1000000000.0,1000000000.0,1000000000.0,0.544605,-24.96854,2025-02-04T14:47:32.692Z,0.03751432,989.25147,2024-11-11T08:25:53.573Z,,2025-09-23T19:02:22.183Z,2025-09-23 14:04:22.231869
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,1.18,414132683,213,501465555,38068743.0,1.2,1.16,0.00026026,0.02205,-421438.7283066511,-0.10166,351293098.0,425374272.0,500000000.0,20.87,-94.35121,2021-05-19T00:30:09.436Z,0.00851264,13747.24336,2019-09-28T00:00:00.000Z,"{'times': 30.06024238171392, 'currency': 'usd', 'percentage': 3006.024238171392}",2025-09-23T19:02:22.218Z,2025-09-23 14:04:22.231869
hashnote-usyc,usyc,Circle USYC,https://coin-images.coingecko.com/coins/images/51054/large/Hashnote_SDYC_200x200.png?1730370965,1.1,413706859,212,413706859,110167.0,1.1,1.1,-4.894188508908e-06,-0.00044,-1954.3626504540443,-0.00047,375525781.512949,375525781.512949,,1.12,-1.3563,2025-03-04T19:26:50.778Z,1.026,7.36484,2024-12-05T22:31:20.475Z,,2025-09-23T17:12:25.339Z,2025-09-23 14:04:22.231869
swissborg,borg,SwissBorg,https://coin-images.coingecko.com/coins/images/2117/large/YJUrRy7r_400x400.png?1696503083,0.420596,412717587,214,412717587,5344015.0,0.44901,0.382233,0.0020679,0.49409,265481.0,0.06437,982602443.442,982602443.442,1000000000.0,1.64,-74.35317,2021-05-04T17:14:50.120Z,0.00502687,8266.57069,2019-07-28T00:00:00.000Z,"{'times': 3.205964369339053, 'currency': 'usd', 'percentage': 320.5964369339053}",2025-09-23T19:02:22.086Z,2025-09-23 14:04:22.231869
usdb,usdb,USDB,https://coin-images.coingecko.com/coins/images/35595/large/65c67f0ebf2f6a1bd0feb13c_usdb-icon-yellow.png?1709255427,0.995831,404354478,215,404354478,588089.0,1.011,0.987974,0.0010486,0.10541,424439.0,0.10508,406046631.5607005,406046631.5607005,,1.088,-8.33664,2025-03-02T16:57:39.891Z,0.882623,12.99871,2025-04-07T06:57:31.689Z,,2025-09-23T19:02:22.331Z,2025-09-23 14:04:22.231869
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.399313,404239395,216,838487310,20313534.0,0.411303,0.397495,-0.009672826753766461,-2.36507,-9792238.242988884,-2.36509,1012421676.88127,2100000000.0,2100000000.0,6.14,-93.46175,2023-02-08T12:55:39.828Z,0.334237,20.17996,2023-11-03T01:20:55.441Z,,2025-09-23T19:02:22.130Z,2025-09-23 14:04:22.231869
instadapp,fluid,Fluid,https://coin-images.coingecko.com/coins/images/14688/large/Logo_1_%28brighter%29.png?1734430693,5.22,400544454,217,521859637,1458278.0,5.29,5.12,-0.05142693020206934,-0.97505,-3752896.924901426,-0.92825,76753292.53490426,100000000.0,100000000.0,24.4,-78.61218,2021-06-16T20:02:32.097Z,0.366538,1323.80935,2022-12-28T16:20:48.360Z,,2025-09-23T19:02:22.257Z,2025-09-23 14:04:22.231869
chiliz,chz,Chiliz,https://coin-images.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,0.03959935,395547931,218,395547931,69020153.0,0.04035188,0.03851252,0.00082477,2.12709,7556044.0,1.94747,10001967405.0,10002046803.0,,0.878633,-95.49325,2021-03-13T08:04:21.200Z,0.00410887,863.7147,2019-09-28T00:00:00.000Z,"{'times': 0.7999703211327255, 'currency': 'usd', 'percentage': 79.99703211327254}",2025-09-23T19:02:22.246Z,2025-09-23 14:04:22.231869
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,4.88,395085993,219,493882199,447829.0,4.99,4.74,-0.02176900244195412,-0.44377,12442363.0,3.25168,79995997.76037452,100000000.0,100000000.0,50.43,-90.31624,2025-01-03T19:12:43.038Z,0.111255,4289.61446,2019-04-28T00:00:00.000Z,"{'times': 15.811193303174957, 'currency': 'usd', 'percentage': 1581.1193303174957}",2025-09-23T19:02:22.093Z,2025-09-23 14:04:22.231869
savings-dai,sdai,Savings Dai,https://coin-images.coingecko.com/coins/images/32254/large/sdai.png?1697015278,1.17,392058881,220,392058881,3682033.0,1.17,1.17,0.00023287,0.01998,-1042778.8761966228,-0.26527,336320866.678512,336320866.678512,,1.27,-8.5526,2025-01-29T17:37:21.606Z,0.186576,524.82468,2023-11-10T20:10:32.383Z,,2025-09-23T19:02:22.185Z,2025-09-23 14:04:22.231869
compound-governance-token,comp,Compound,https://coin-images.coingecko.com/coins/images/10775/large/COMP.png?1696510737,41.08,388699539,221,410519278,24419485.0,42.25,41.05,-0.5967213044414095,-1.43186,-5874449.015509367,-1.48881,9468484.415233636,10000000.0,10000000.0,910.54,-95.48876,2021-05-12T02:29:08.794Z,25.74,59.58119,2023-06-10T16:15:05.289Z,,2025-09-23T19:02:22.365Z,2025-09-23 14:04:22.231869
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,5.9,385762638,222,385762638,25220978.0,6.07,5.89,-0.07323167007875142,-1.22617,-5362583.0612770915,-1.37107,65454185.5381511,65454185.5381511,66000000.0,89.24,-93.39473,2021-11-05T04:14:42.689Z,0.298788,1872.71204,2020-01-31T06:47:36.543Z,"{'times': 6.971854523099788, 'currency': 'usd', 'percentage': 697.1854523099788}",2025-09-23T19:02:22.421Z,2025-09-23 14:04:22.231869
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/cgicon.png?1747892021,0.00744488,382186936,223,435561544,13798093.0,0.00758465,0.00720346,0.00015873,2.17848,7924044.0,2.11724,51340524305.0,58510524305.0,58510524305.0,0.04416304,-83.06166,2024-03-10T10:40:22.381Z,0.00429024,74.36071,2025-06-22T20:20:13.273Z,,2025-09-23T19:02:22.344Z,2025-09-23 14:04:22.231869
telcoin,tel,Telcoin,https://coin-images.coingecko.com/coins/images/1899/large/tel.png?1696502892,0.0041242,381862880,224,412480328,1327810.0,0.00431214,0.00412271,-0.000171374017654244,-3.98955,-15955559.644505918,-4.01076,92577234366.71,100000000000.0,100000000000.0,0.064483,-93.60426,2021-05-11T00:32:24.043Z,6.474e-05,6270.69103,2020-03-13T02:24:47.992Z,"{'times': 3.124196040582929, 'currency': 'usd', 'percentage': 312.4196040582929}",2025-09-23T19:02:22.393Z,2025-09-23 14:04:22.231869
reserve-protocol-eth-plus,eth+,ETHPlus,https://coin-images.coingecko.com/coins/images/38061/large/ETH__Logo.png?1716440789,4378.6,377204282,225,377204282,1123139.0,4444.49,4347.48,0.611339,0.01396,-3900941.972954273,-1.02359,86147.14102246525,86147.14102246525,,5150.57,-15.07973,2025-08-24T18:12:08.494Z,1461.53,199.26728,2025-04-09T01:30:26.111Z,,2025-09-23T19:02:22.207Z,2025-09-23 14:04:22.231869
keeta,kta,Keeta,https://coin-images.coingecko.com/coins/images/54723/large/2025-03-05_22.53.06.jpg?1741234207,0.879786,375539473,226,883889230,21916906.0,1.11,0.876558,-0.1947576710892267,-18.12468,-78081781.3518756,-17.21299,424871646.71112835,1000000000.0,1000000000.0,1.68,-47.40766,2025-06-09T08:25:28.951Z,0.0068199,12868.87758,2025-03-08T15:56:27.362Z,,2025-09-23T19:02:22.295Z,2025-09-23 14:04:22.231869
chain-2,xcn,Onyxcoin,https://coin-images.coingecko.com/coins/images/24210/large/onyxlogo.jpg?1696523397,0.01064621,373108412,227,515149905,13539978.0,0.01093374,0.01048545,-0.000187378099325399,-1.7296,-6699135.001709878,-1.76382,35056503965.349846,48402432408.48609,48402432408.48609,0.184139,-94.21621,2022-05-27T11:45:24.820Z,0.0007055,1409.59693,2023-10-11T20:12:02.910Z,,2025-09-23T19:02:22.309Z,2025-09-23 14:04:22.231869
drift-staked-sol,dsol,Drift Staked SOL,https://coin-images.coingecko.com/coins/images/37479/large/solana.png?1714471411,247.17,371090101,228,371090101,174228.0,253.12,243.91,-5.385341096968062,-2.13234,-8081066.528898656,-2.13124,1501357.179613827,1501357.179613827,,311.34,-20.285,2025-01-19T12:03:05.837Z,107.06,131.82632,2025-04-07T06:56:08.117Z,,2025-09-23T19:02:22.420Z,2025-09-23 14:04:22.231869
treehouse-eth,teth,Treehouse ETH,https://coin-images.coingecko.com/coins/images/40155/large/tETH_Logo_%28Color__No_Background%29.png?1748368386,5057.62,370127114,229,370127114,2392122.0,5121.57,5018.25,1.016,0.0201,-355479.72599577904,-0.09595,73307.15619927018,73307.15619927018,,6000.87,-15.80218,2025-08-24T19:25:31.650Z,1683.91,200.0525,2025-04-09T01:47:32.152Z,,2025-09-23T19:02:22.806Z,2025-09-23 14:04:22.231869
elrond-erd-2,egld,MultiversX,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,12.93,370104939,230,370104939,13881937.0,13.23,12.77,0.00427679,0.03309,-418175.1927667856,-0.11286,28644064.0,28644064.0,31415926.0,545.64,-97.61909,2021-11-23T10:33:26.737Z,6.51,99.65964,2020-10-07T01:44:53.554Z,,2025-09-23T19:02:22.481Z,2025-09-23 14:04:22.231869
olympus,ohm,Olympus,https://coin-images.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1696514169,22.51,368162351,231,471759190,405206.0,22.69,22.3,0.03835351,0.17068,448375.0,0.12194,16376217.36631088,20984304.9596939,20984304.9596939,1415.26,-98.41192,2021-04-25T00:00:00.000Z,7.54,197.94149,2022-11-26T16:36:26.296Z,,2025-09-23T19:02:22.329Z,2025-09-23 14:04:22.231869
axie-infinity,axs,Axie Infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,2.21,367325133,232,595705712,26004936.0,2.24,2.15,0.02104423,0.96285,3221805.0,0.88486,166487888.0864154,270000000.0,270000000.0,164.9,-98.65382,2021-11-06T19:29:29.482Z,0.123718,1694.26005,2020-11-06T08:05:43.662Z,,2025-09-23T19:02:22.267Z,2025-09-23 14:04:22.231869
unit-bitcoin,ubtc,Unit Bitcoin,https://coin-images.coingecko.com/coins/images/55066/large/ubtc.jpg?1743580113,111604.0,365372379,233,2344449370557,9140510.0,113540.0,111565.0,-575.163470946849,-0.51272,-1980364.279952228,-0.53909,3272.75993401,20999999.99993401,21000000.0,124343.0,-10.27663,2025-08-14T00:40:10.352Z,73355.0,52.08868,2025-04-07T06:56:28.361Z,,2025-09-23T19:02:22.231Z,2025-09-23 14:04:22.231869
gnosis,gno,Gnosis,https://coin-images.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1696501854,137.14,361964600,234,411387454,8226290.0,139.59,136.89,-1.1789703138884704,-0.85238,-2920402.052332461,-0.80036,2639589.0,3000000.0,3000000.0,644.2,-78.71394,2021-11-08T17:33:29.302Z,6.88,1891.91379,2020-03-13T02:24:11.825Z,,2025-09-23T19:02:22.307Z,2025-09-23 14:04:22.231869
zksync,zk,ZKsync,https://coin-images.coingecko.com/coins/images/38043/large/ZKTokenBlack.png?1718614502,0.04988196,360613574,235,1047169003,10729106.0,0.050858,0.04900049,-0.000646726496225498,-1.27992,-4770001.47958523,-1.30548,7231769682.371818,21000000000.0,21000000000.0,0.320983,-84.43368,2024-06-17T07:44:40.385Z,0.03697818,35.1207,2025-06-22T20:21:44.030Z,,2025-09-23T19:02:26.832Z,2025-09-23 14:04:22.231869
reserve-rights-token,rsr,Reserve Rights,https://coin-images.coingecko.com/coins/images/8365/large/RSR_Blue_Circle_1000.png?1721777856,0.00597666,358394588,236,597433828,26976723.0,0.00625409,0.00588385,-7.7300662664979e-05,-1.27686,-4933419.300873876,-1.35784,59989001525.0,100000000000.0,100000000000.0,0.117424,-94.91101,2021-04-16T17:45:02.062Z,0.00121354,392.41596,2020-03-16T11:09:08.151Z,"{'times': 4.4333287049418475, 'currency': 'usd', 'percentage': 443.3328704941847}",2025-09-23T19:02:22.430Z,2025-09-23 14:04:22.231869
